rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,len,seq,sysid,compid,msgid,fromlcm,payload64
1402603679464122474,,245,,0,0,'',28,75,1,50,30,False,"[4344910378308756985, 13841229973693583496L, 13527338849428251352L]"
1402603679551102832,,246,,0,0,'',20,76,1,50,74,False,"[0, 9223372036854775808L]"
1402603679557119426,,247,,0,0,'',28,77,1,50,30,False,"[4344858842996172373, 13841184365435511719L, 4190208401807036950]"
1402603679562122482,,248,,0,0,'',20,78,1,50,74,False,"[0, 9223372036854775808L]"
1402603679649085397,,249,,0,0,'',28,79,1,50,30,False,"[4343780114715141822, 13841215705811562953L, 4348006760808375297]"
1402603679653997724,,250,,0,0,'',20,80,1,50,74,False,"[0, 9223372036854775808L]"
1402603679660958154,,251,,0,0,'',28,81,1,50,32,False,"[26332, 4514241023026659328, 0]"
1402603679749974832,,252,,0,0,'',15,82,1,50,52,False,[0]
1402603680142683196,,253,,0,0,'',28,93,1,50,30,False,"[4343551609570093135, 13841200669131591546L, 13598748124607956479L]"
1402603680232542815,,254,,0,0,'',20,96,1,50,74,False,"[0, 9223372036854775808L]"
1402603680238584860,,255,,0,0,'',28,97,1,50,30,False,"[4342752354811013399, 13841192384138779020L, 4261762352922465807]"
1402603680243672722,,256,,0,0,'',20,98,1,50,74,False,"[0, 9223372036854775808L]"
1402603680246600917,,257,,0,0,'',9,99,1,50,0,False,[347071849013772288]
1402603680336533993,,258,,0,0,'',31,100,1,50,1,False,"[17179869188, 3364473196941148164, 65436]"
1402603680445499327,,259,,0,0,'',20,107,1,50,58,False,"[27009, 13840401475634724864L]"
1402603680528458125,,260,,0,0,'',28,108,1,50,30,False,"[4346227709202950619, 13841213261973960753L, 4402493959329209337]"
1402603680623403009,,261,,0,0,'',20,111,1,50,74,False,"[0, 9223372036854775808L]"
1402603680629443106,,262,,0,0,'',28,112,1,50,30,False,"[4343689336286374560, 13841165463281951099L, 13645065571621961101L]"
1402603680634362726,,263,,0,0,'',20,113,1,50,74,False,"[0, 9223372036854775808L]"
1402603680724274447,,264,,0,0,'',28,114,1,50,32,False,"[27330, 4536603238404718592, 0]"
1402603680823315428,,265,,0,0,'',28,117,1,50,30,False,"[4342538628648430348, 13841189025472859761L, 13512052049359664976L]"
1402603680918154122,,266,,0,0,'',20,120,1,50,74,False,"[0, 9223372036854775808L]"
1402603680924199318,,267,,0,0,'',28,121,1,50,30,False,"[4337254792377166801, 13841321263221331933L, 4377493094298020397]"
1402603680929195107,,268,,0,0,'',20,122,1,50,74,False,"[0, 9223372036854775808L]"
1402603681017149350,,269,,0,0,'',28,123,1,50,32,False,"[27667, 4540277844919451648, 0]"
1402603681021136583,,270,,0,0,'',15,124,1,50,52,False,[0]
1402603681026168668,,271,,0,0,'',20,125,1,50,58,False,"[27671, 13839470737880861958L]"
1402603681123061586,,272,,0,0,'',28,126,1,50,30,False,"[4341518256088050741, 13841330299831488396L, 13634766248635697757L]"
1402603681421923371,,273,,0,0,'',20,136,1,50,74,False,"[0, 9223372036854775808L]"
1402603681601686259,,274,,0,0,'',20,144,1,50,74,False,"[0, 9223372036854775808L]"
1402603681608653798,,275,,0,0,'',28,145,1,50,30,False,
1402603681613691062,,276,,0,0,'',20,146,1,50,74,False,"[0, 9223372036854775808L]"
1402603681704667269,,277,,0,0,'',28,147,1,50,32,False,"[28340, 4543634662508986368, 0]"
1402603681708525653,,278,,0,0,'',15,148,1,50,52,False,[0]
1402603681713592858,,279,,0,0,'',20,149,1,50,58,False,"[4342936578843242164, 13838549102323649798L]"
1402603681808656332,,280,,0,0,'',28,150,1,50,30,False,
1402603682602110488,,281,,0,0,'',20,179,1,50,74,False,"[0, 9223372036854775808L]"
1402603682608129514,,282,,0,0,'',28,180,1,50,32,False,"[29338, 4507897970510790656, 0]"
1402603682723119941,,283,,0,0,'',15,181,1,50,52,False,[0]
1402603683064845293,,284,,0,0,'',28,192,1,50,30,False,
1402603683180998513,,285,,0,0,'',20,195,1,50,74,False,"[0, 9223372036854775808L]"
1402603683187762151,,286,,0,0,'',28,196,1,50,30,False,
1402603683191798639,,287,,0,0,'',20,197,1,50,74,False,"[0, 9223372036854775808L]"
1402603683194758803,,288,,0,0,'',9,198,1,50,0,False,[347071849013772288]
1402603683285724924,,289,,0,0,'',31,199,1,50,1,False,"[17179869188, 3332385509157634052, 65436]"
1402603683315748538,,290,,0,0,'',62,200,1,50,105,False,"[30002844, 4474506557206272938, 13634678386551561526L, 4451559229807285852, 4479143945034047397, 4935109916003896644, 4689720798192074752]"
1402603683321842090,,291,,0,0,'',28,201,1,50,30,False,"[4306618996813231410, 13837473410626069321L, 13659133341860062959L]"
1402603683437626844,,292,,0,0,'',20,202,1,50,74,False,"[0, 9223372036854775808L]"
1402603683542904825,,293,,0,0,'',20,208,1,50,74,False,"[0, 9223372036854775808L]"
1402603683549831299,,294,,0,0,'',28,209,1,50,30,False,
1402603683553878120,,295,,0,0,'',20,210,1,50,74,False,"[0, 9223372036854775808L]"
1402603683576591948,,296,,0,0,'',28,211,1,50,30,False,
1402603683581506440,,297,,0,0,'',20,212,1,50,74,False,"[0, 9223372036854775808L]"
1402603683587513542,,298,,0,0,'',28,213,1,50,32,False,
1402603683697451154,,299,,0,0,'',15,214,1,50,52,False,[0]
1402603683702471803,,300,,0,0,'',20,215,1,50,58,False,"[4399145202393052801, 13836124120837004163L]"
1402603683805390368,,301,,0,0,'',28,221,1,50,30,False,
1402603683824487968,,302,,0,0,'',20,222,1,50,74,False,"[0, 9223372036854775808L]"
1402603683831461689,,303,,0,0,'',28,223,1,50,30,False,
1402603683836431108,,304,,0,0,'',20,224,1,50,74,False,"[0, 9223372036854775808L]"
1402603683861386114,,305,,0,0,'',28,225,1,50,32,False,
1402603683865421155,,306,,0,0,'',15,226,1,50,52,False,[0]
1402603683870414493,,307,,0,0,'',20,227,1,50,58,False,"[4481011737230866386, 13835827059481200461L]"
1402603683953413177,,308,,0,0,'',28,228,1,50,30,False,"[4410904711180351476, 13835922742742430060L, 13763081443911921900L]"
1402603683958358299,,309,,0,0,'',20,229,1,50,74,False,"[0, 9223372036854775808L]"
1402603684048268700,,310,,0,0,'',28,230,1,50,30,False,"[4441263850720884816, 13835701483218091042L, 13710692734187461054L]"
1402603684053252108,,311,,0,0,'',20,231,1,50,74,False,"[0, 9223372036854775808L]"
1402603684059252164,,312,,0,0,'',28,232,1,50,30,False,"[4431032925089200312, 13835380773716159758L, 13670293140065642737L]"
1402603684161254121,,313,,0,0,'',20,233,1,50,74,False,"[0, 9223372036854775808L]"
1402603684164163490,,314,,0,0,'',9,234,1,50,0,False,[349323648827588608]
1402603684171163614,,315,,0,0,'',31,235,1,50,1,False,"[17179869188, 3320844631385571332, 65436]"
1402603684255208591,,316,,0,0,'',62,236,1,50,105,False,"[31008844, 4509339482851646574, 13687802119775982095L, 4434066772914793108, 4482262323205318875, 4935113433581604329, 4687844726412410880]"
1402603684345142465,,317,,0,0,'',28,237,1,50,30,False,"[4418091222258710816, 13835062134388250291L, 13694145455709283982L]"
1402603684350038070,,318,,0,0,'',20,238,1,50,74,False,"[0, 9223372036854775808L]"
1402603684356023868,,319,,0,0,'',28,239,1,50,32,False,
1402603684444054310,,320,,0,0,'',22,240,1,50,35,False,"[409834145980643579, 512011877614356114]"
1402603684738718399,,321,,0,0,'',15,250,1,50,52,False,[0]
1402603685328466803,,322,,0,0,'',31,12,1,50,1,False,"[17179869188, 3311274774235185156, 65436]"
1402603685425362584,,323,,0,0,'',15,18,1,50,52,False,[0]
1402603685430375643,,324,,0,0,'',20,19,1,50,58,False,"[4423668473515769088, 13834024126681887052L]"
1402603685614153546,,325,,0,0,'',20,23,1,50,74,False,"[0, 9223372036854775808L]"
1402603685620137800,,326,,0,0,'',28,24,1,50,30,False,
1402603685625176389,,327,,0,0,'',20,25,1,50,74,False,"[0, 9223372036854775808L]"
1402603685713188403,,328,,0,0,'',28,26,1,50,32,False,
1402603685717180651,,329,,0,0,'',15,27,1,50,52,False,[0]
1402603685722291271,,330,,0,0,'',20,28,1,50,58,False,"[4402269314359524949, 13833369663868507967L]"
