rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w
1402603673580569109,,11646,,1402603673,580246728,optitrak,/Gray,,,-0.497713536024,-0.62799435854,0.035301849246,,-0.0030828909845,-0.000903481381707,0.122213638909,0.992498632915
1402603673588552171,,11647,,1402603673,588249267,optitrak,/Gray,,,-0.497652947903,-0.627986490726,0.0353795029223,,-0.00191033188544,-0.000886678168834,0.12305666465,0.992397424228
1402603673596507089,,11648,,1402603673,596249525,optitrak,/Gray,,,-0.497951507568,-0.627905726433,0.0357773452997,,-0.0002522617279,-0.000296754092146,0.123520366433,0.992342051514
1402603673604508536,,11649,,1402603673,604249061,optitrak,/Gray,,,-0.4980892241,-0.627827942371,0.0359007790685,,-1.20163185381e-05,-0.000167605844928,0.123821250679,0.992304500587
1402603673612478625,,11650,,1402603673,612248283,optitrak,/Gray,,,-0.497965633869,-0.627845108509,0.0356800556183,,-0.00173226720072,-0.000625431710152,0.122503019458,0.992466446407
1402603673621506669,,11651,,1402603673,621248237,optitrak,/Gray,,,-0.497746109962,-0.627988815308,0.0353217236698,,-0.00326712009332,-0.00116486276575,0.122004314848,0.992523547656
1402603673629482381,,11652,,1402603673,629231897,optitrak,/Gray,,,-0.497730642557,-0.628016769886,0.0352818146348,,-0.00303354439239,-0.00102708814321,0.122483901268,0.992465373523
1402603673637499310,,11653,,1402603673,637248852,optitrak,/Gray,,,-0.497809559107,-0.627982079983,0.0355312228203,,-0.0010065805366,-0.000534002143494,0.123219504539,0.992378887184
1402603673646507516,,11654,,1402603673,646250547,optitrak,/Gray,,,-0.498157531023,-0.627945184708,0.0358440354466,,0.000489992670002,9.8147356437e-06,0.12392932135,0.992290970333
1402603673654505405,,11655,,1402603673,654249638,optitrak,/Gray,,,-0.498087823391,-0.627811253071,0.0358462706208,,0.00034282222508,-0.000482474888686,0.123426846746,0.99235355521
1402603673666497445,,11656,,1402603673,666248314,optitrak,/Gray,,,-0.49799567461,-0.627858579159,0.0354045331478,,-0.00221141007918,-0.00107259966539,0.122219867594,0.992500003822
1402603673671496917,,11657,,1402603673,671249125,optitrak,/Gray,,,-0.497824341059,-0.628053843975,0.0351754389703,,-0.00355553136877,-0.00111087830364,0.121901094504,0.992535289771
1402603673680527193,,11658,,1402603673,680228703,optitrak,/Gray,,,-0.49771168828,-0.628094792366,0.0352732352912,,-0.00287198390779,-0.000990140597738,0.122256807573,0.992493864543
1402603673688489117,,11659,,1402603673,688233300,optitrak,/Gray,,,-0.498226106167,-0.627937078476,0.0358291901648,,-0.000509366566003,3.05638567508e-05,0.12342009652,0.99235444928
1402603673697471267,,11660,,1402603673,697231854,optitrak,/Gray,,,-0.498145103455,-0.627770900726,0.0358723253012,,0.000781978128647,-0.000573800350942,0.12327533919,0.992372092254
1402603673704529131,,11661,,1402603673,704232850,optitrak,/Gray,,,-0.49820420146,-0.627920210361,0.0358461886644,,-0.000979859844287,-0.000311477923652,0.123155362491,0.992386874206
1402603673713522995,,11662,,1402603673,713228283,optitrak,/Gray,,,-0.497718274593,-0.627969563007,0.0349980480969,,-0.00332415894421,-0.00133645603916,0.121484830568,0.992586907393
1402603673722527245,,11663,,1402603673,722228194,optitrak,/Gray,,,-0.497622638941,-0.628176271915,0.0351014360785,,-0.00352110735822,-0.00111595319675,0.121749244222,0.992554065234
1402603673732564808,,11664,,1402603673,732239263,optitrak,/Gray,,,-0.497741252184,-0.628156542778,0.0351155474782,,-0.00228225439021,-0.000929334721669,0.122850507085,0.992422160156
1402603673740416536,,11665,,1402603673,740227133,optitrak,/Gray,,,-0.498152762651,-0.628131389618,0.0357508510351,,-0.000288281123118,-0.000235667305906,0.123556047263,0.992337581165
1402603673747507816,,11666,,1402603673,747227390,optitrak,/Gray,,,-0.49811154604,-0.627873659134,0.0358080603182,,0.000308954941702,-0.000535948491254,0.123192235414,0.992382642276
1402603673756555775,,11667,,1402603673,756226823,optitrak,/Gray,,,-0.498039603233,-0.627994477749,0.035436116159,,-0.00198685121056,-0.000906764701225,0.122366144843,0.99248265887
1402603673778554856,,11668,,1402603673,778232138,optitrak,/Gray,,,-0.497759222984,-0.628099441528,0.0351340807974,,-0.0034836397855,-0.00144519889242,0.122184156961,0.99250036145
1402603673779554974,,11669,,1402603673,779230067,optitrak,/Gray,,,-0.49792227149,-0.62805211544,0.0351807251573,,-0.00164338049393,-0.00105355470088,0.122722461408,0.99243914748
1402603673788478842,,11670,,1402603673,788225230,optitrak,/Gray,,,-0.498199403286,-0.627995371819,0.0357761196792,,-1.45038192809e-05,-0.000634580673849,0.12324107397,0.992376562603
1402603673795532731,,11671,,1402603673,795227191,optitrak,/Gray,,,-0.498149216175,-0.627999484539,0.0358379408717,,-0.000494392587075,-0.000802607214644,0.122969492857,0.992410000808
1402603673805578442,,11672,,1402603673,805234118,optitrak,/Gray,,,-0.497940063477,-0.628108501434,0.0349991694093,,-0.00261709791661,-0.00137736508161,0.121938727387,0.992533263213
1402603673814592762,,11673,,1402603673,814247700,optitrak,/Gray,,,-0.497709155083,-0.628119826317,0.0351469703019,,-0.00368308856779,-0.00151725462129,0.121927111932,0.992531057841
1402603673821556009,,11674,,1402603673,821248685,optitrak,/Gray,,,-0.497608214617,-0.628204226494,0.0349947437644,,-0.00288220447452,-0.0016193471329,0.12287546653,0.992416616924
1402603673831554186,,11675,,1402603673,831247604,optitrak,/Gray,,,-0.497930705547,-0.628060102463,0.0355560332537,,-0.00064501818053,-0.000960632631591,0.123051881377,0.9923996296
