rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
1402603673598627974,,0,,1402603673,598412338,fcu,,-0.00569986754711,0.00964543893519,0.93629846394,0.351026585091,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0480551309884,0.0369846448302,0.0186129584908,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.274705946445,-0.164468243718,9.55388259888,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1402603673789553472,,1,,1402603673,789260588,fcu,,-0.00558478708406,0.00930002787434,0.935251596556,0.353817425765,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.00533778825775,0.0101537788287,0.0167077146471,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.274705946445,-0.164468243718,9.55388259888,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1402603673797617704,,2,,1402603673,797340162,fcu,,-0.00547120804564,0.00950680635009,0.933064237115,0.359542509216,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0328810028732,-0.000493582396302,0.0264154598117,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.274705946445,-0.164468243718,9.55388259888,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1402603673890620994,,3,,1402603673,890314289,fcu,,-0.00533456158052,0.00959359109936,0.931930512928,0.362470722316,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0230572279543,-0.0117621384561,0.0114324530587,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.274705946445,-0.164468243718,9.55388259888,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1402603674083443653,,4,,1402603674,83168452,fcu,,-0.00529646327087,0.00955149325773,0.930147283662,0.367024177882,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0282456688583,-0.00551572674885,0.00569065473974,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.274705946445,-0.164468243718,9.55388259888,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1402603674180324229,,5,,1402603674,180040089,fcu,,-0.00520408648531,0.0095373972122,0.929008972169,0.369897668508,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0187363922596,0.00122014840599,-0.0219787918031,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.274705946445,-0.164468243718,9.55388259888,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1402603674192412291,,6,,1402603674,191991915,fcu,,-0.00519142832786,0.00952618776987,0.928058780007,0.372275706527,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0193922817707,0.00276659824885,-0.0199117902666,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.274705946445,-0.164468243718,9.55388259888,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1402603674471162084,,7,,1402603674,470847544,fcu,,-0.00528994466715,0.00951490926091,0.927054569659,0.374768338926,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.003422527574,0.023345593363,0.0225626472384,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.306481122971,-0.300007164478,9.79059791565,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1402603674571127287,,8,,1402603674,570828393,fcu,,-0.00514624957646,0.00972430365548,0.92518369591,0.379360096553,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0200477950275,-0.0125003177673,0.0032522669062,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.306481122971,-0.300007164478,9.79059791565,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1402603674669079600,,9,,1402603674,668719200,fcu,,-0.00498331902192,0.00974172466459,0.924099782582,0.381994577401,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00342293037102,-0.0057603600435,-0.016709389165,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.306481122971,-0.300007164478,9.79059791565,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1402603675162754083,,10,,1402603675,162359295,fcu,,-0.00493274981045,0.0097259420069,0.923678099593,0.38301415426,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.041405454278,0.00709548173472,-0.0296715330333,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.306481122971,-0.300007164478,9.79059791565,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1402603675255755863,,11,,1402603675,255351499,fcu,,-0.00514827957067,0.0098837724688,0.922136606161,0.386703873573,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00501221837476,0.0330822467804,0.0291844233871,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.306481122971,-0.300007164478,9.79059791565,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1402603675457634513,,12,,1402603675,457177690,fcu,,-0.00511760792219,0.00967066479374,0.921635416861,0.387902625306,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00741705717519,-0.00120982970111,0.000451529369457,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.306481122971,-0.300007164478,9.79059791565,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1402603675548450263,,13,,1402603675,548149367,fcu,,-0.00484360537855,0.00968442917375,0.920731491247,0.390046500234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0182912778109,-0.0243759714067,-0.0241079293191,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.306481122971,-0.300007164478,9.79059791565,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1402603675644450774,,14,,1402603675,644151626,fcu,,-0.00486931667288,0.00986659526078,0.920258915728,0.391155299179,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.00805280078202,0.0341499298811,0.0187106765807,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.306481122971,-0.300007164478,9.79059791565,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1402603676136173572,,15,,1402603676,135838085,fcu,,-0.00495568258429,0.00962485671537,0.920302738148,0.391057123067,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0236754566431,-0.0101986452937,-0.0191367361695,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.306481122971,-0.300007164478,9.79059791565,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
