TIME_StartTime,IMU_AccX,IMU_AccY,IMU_AccZ,IMU_GyroX,IMU_GyroY,IMU_GyroZ,IMU_MagX,IMU_MagY,IMU_MagZ,LPOS_X,LPOS_Y,LPOS_Z,LPOS_VX,LPOS_VY,LPOS_VZ,LPOS_RefLat,LPOS_RefLon,LPOS_RefAlt,LPOS_XYFlags,LPOS_ZFlags,LPOS_Landed,RC_Ch0,RC_Ch1,RC_Ch2,RC_Ch3,RC_Ch4,RC_Ch5,RC_Ch6,RC_Ch7,RC_Count,ATT_Roll,ATT_Pitch,ATT_Yaw,ATT_RollRate,ATT_PitchRate,ATT_YawRate,ATT_GX,ATT_GY,ATT_GZ
76196306,-0.0968678221107,-0.0419767722487,-9.7111749649,0.000981220277026,0.000211201244383,0.00242736120708,-0.0836970582604,0.103566922247,0.377282261848,0.0,0.0,-0.327763497829,0.0,0.0,-0.00669917138293,0.0,0.0,0.0,0,3,1,0.0,0.0025641026441,0.0,1.0,-1.0,0.937343358994,-0.998161792755,1.361144426e+14,7,0.00560340890661,-0.00666451780125,-2.27839446068,0.00106107851025,0.000506007636432,0.00233820453286,-0.0968678221107,-0.0419767722487,-9.7111749649
76217577,-0.0872239097953,-0.0489436388016,-9.71371555328,-1.94799522433e-05,0.000124901242089,0.00119443726726,-0.0827796682715,0.0935801044106,0.38440310955,0.0,0.0,-0.327182382345,0.0,0.0,-0.00651034805924,0.0,0.0,0.0,0,3,1,0.0,0.0025641026441,0.0,1.0,-1.0,0.937343358994,-0.998161792755,1.361144426e+14,7,0.00561072630808,-0.0066744806245,-2.27929830551,0.000340127997333,0.00013230642071,0.00157979351934,-0.0872239097953,-0.0489436388016,-9.71371555328
76238775,-0.0773122757673,-0.0396094918251,-9.726978302,0.000552545476239,0.000972491980065,0.00161548506003,-0.0855318233371,0.105231389403,0.387073397636,0.0,0.0,-0.329781234264,0.0,0.0,-0.00792831368744,0.0,0.0,0.0,0,3,1,0.0,0.0025641026441,0.0,1.0,-1.0,0.937343358994,-0.998161792755,1.361144426e+14,7,0.00561213260517,-0.00667858496308,-2.27980971336,0.000200476555619,0.000355889525963,0.0016205747379,-0.0773122757673,-0.0396094918251,-9.726978302
76260927,-0.0884909331799,-0.0457720793784,-9.71076965332,0.000185709635844,-0.000117820593005,0.00137954216916,-0.0873665586114,0.0977412760258,0.382622867823,0.0,0.0,-0.327522069216,0.0,0.0,-0.00696363300085,0.0,0.0,0.0,0,3,1,0.0,0.0025641026441,0.0,1.0,-1.0,0.937343358994,-0.998161792755,1.361144426e+14,7,0.00562617788091,-0.00668028229848,-2.28033494949,0.000572292366996,0.000108396852738,0.00131139322184,-0.0884909331799,-0.0457720793784,-9.71076965332
76282221,-0.082197509706,-0.0310868993402,-9.68163871765,-5.37744272151e-05,0.000925679050852,0.00144121947233,-0.0818622857332,0.103566922247,0.378172367811,0.0,0.0,-0.326053500175,0.0,0.0,-0.00627613812685,0.0,0.0,0.0,0,3,1,0.0,0.0025641026441,0.0,1.0,-1.0,0.937343358994,-0.998161792755,1.361144426e+14,7,0.00562063651159,-0.00667812395841,-2.28013277054,0.000102108017018,0.000809877237771,0.00141681951936,-0.082197509706,-0.0310868993402,-9.68163871765
76305282,-0.0706281810999,-0.0578846111894,-9.73882293701,-0.000118240292068,0.000686476414558,0.00158639624715,-0.0836970582604,0.101902455091,0.38440310955,0.0,0.0,-0.327148526907,0.0,0.0,-0.00676908716559,0.0,0.0,0.0,0,3,1,0.0,0.0025641026441,0.0,1.0,-1.0,0.93483710289,-0.996323525906,1.361144426e+14,7,0.00561426579952,-0.00667160004377,-2.28017878532,-0.00015350340982,0.000691918190569,0.00176236149855,-0.0706281810999,-0.0578846111894,-9.73882293701
76326703,-0.0621855482459,-0.115049175918,-9.7012014389,1.51871463459e-05,0.00118899426889,0.00291983433999,-0.0855318233371,0.102734684944,0.383513003588,0.0,0.0,-0.325728684664,0.0,0.0,-0.0061421864666,0.0,0.0,0.0,0,3,1,0.0,-0.0,0.0,1.0,-1.0,0.937343358994,-0.998161792755,1.361144426e+14,7,0.00561809726059,-0.00665359478444,-2.28038740158,-4.76192544738e-05,0.00114805391058,0.00254973932169,-0.0621855482459,-0.115049175918,-9.7012014389
76348905,0.072966016829,0.103119686246,-10.056517601,0.00232407380827,0.0120736993849,-0.0244651231915,-0.0855318233371,0.111057035625,0.457391798496,0.0,0.0,-0.325818449259,0.0,0.0,-0.00626121414825,0.0,0.0,0.0,0,3,1,0.0,-0.0,0.0,1.0,-1.0,0.937343358994,-0.998161792755,1.361144426e+14,7,0.00554366316646,-0.00668960111216,-2.28070902824,-0.0016085394891,0.00432663271204,-0.0130968298763,0.072966016829,0.103119686246,-10.056517601
76369952,-0.300715535879,-0.455236315727,-9.73826122284,-0.012895822525,-0.0201713051647,0.0451131127775,-0.0506713576615,0.168481230736,0.434249043465,0.0,0.0,-0.325581789017,0.0,0.0,-0.00614179717377,0.0,0.0,0.0,0,3,1,0.0,0.0025641026441,0.0,1.0,-0.99816006422,0.93483710289,-0.998161792755,1.361144426e+14,7,0.00571001367643,-0.00671208510175,-2.26822829247,-0.000918123056181,-0.010227211751,0.0555069558322,-0.300715535879,-0.455236315727,-9.73826122284
76391204,0.600345849991,-0.171865299344,-9.71154117584,-0.022548597306,-0.00322284013964,-0.0551855452359,-0.0433323159814,0.142681956291,0.452941298485,0.0,0.0,-0.326127260923,0.0,0.0,-0.00671066856012,0.0,0.0,0.0,0,3,1,0.0,0.0025641026441,0.0,1.0,-1.0,0.937343358994,-0.998161792755,1.361144426e+14,7,0.00532148592174,-0.00664638681337,-2.25933027267,-0.0197724439204,0.00200819200836,-0.0900110378861,0.600345849991,-0.171865299344,-9.71154117584
76412992,-0.196390926838,0.900922298431,-10.0156288147,-0.0120606655255,-0.00732970563695,-0.0149869946763,-0.0277368538082,0.144346430898,0.464512676001,0.0,0.0,-0.327228784561,0.0,0.0,-0.00702187465504,0.0,0.0,0.0,0,3,1,0.0,-0.0,0.0,1.0,-1.0,0.937343358994,-0.998161792755,1.361144426e+14,7,0.00434990087524,-0.00771494349465,-2.2492890358,-0.0355027131736,-0.0388070568442,0.0324848294258,-0.196390926838,0.900922298431,-10.0156288147
76433498,0.477564513683,0.260786980391,-9.33539485931,0.0597661137581,0.0418893247843,0.0378410294652,-0.109383709729,0.159326657653,0.450270950794,0.0,0.0,-0.327831506729,0.0,0.0,-0.00757690705359,0.0,0.0,0.0,0,3,1,0.0,0.0025641026441,0.0,1.0,-1.0,0.937343358994,-0.998161792755,1.361144426e+14,7,0.00503874756396,-0.00697037903592,-2.24823451042,0.0583463273942,0.0523658357561,0.00824587140232,0.477564513683,0.260786980391,-9.33539485931
76454832,-0.157054573298,0.137758955359,-9.95823860168,-0.0430488437414,-0.0170277003199,-0.0202313233167,0.0199669245631,0.161823362112,0.437809497118,0.0,0.0,-0.330288648605,0.0,0.0,-0.00913036614656,0.0,0.0,0.0,0,3,1,0.0,0.0025641026441,0.0,1.0,-1.0,0.937343358994,-0.998161792755,1.361144426e+14,7,0.00545914052054,-0.0068477243185,-2.23480463028,-0.00926913972944,-0.00603032670915,-0.00579130696133,-0.157054573298,0.137758955359,-9.95823860168
76477059,-0.316266477108,-0.0467039495707,-9.73052597046,-0.00781054608524,-0.0240046214312,0.00721882423386,-0.0864492058754,0.12603725493,0.449380844831,0.0,0.0,-0.330752432346,0.0,0.0,-0.00968952197582,0.0,0.0,0.0,0,3,1,0.0,-0.0,0.0,1.0,-1.0,0.937343358994,-0.998161792755,1.361144426e+14,7,0.00504939304665,-0.00712734740227,-2.23454999924,-0.0117824412882,-0.0196885708719,0.00629224069417,-0.316266477108,-0.0467039495707,-9.73052597046
76497985,0.147383272648,0.185881003737,-9.56629753113,0.0318772830069,0.0350485369563,0.00274393474683,-0.102044671774,0.121043846011,0.464512676001,0.0,0.0,-0.330631315708,0.0,0.0,-0.00967810209841,0.0,0.0,0.0,0,3,1,0.0,0.0025641026441,0.0,1.0,-1.0,0.937343358994,-0.998161792755,1.361144426e+14,7,0.00527875125408,-0.00690734619275,-2.22493433952,0.0245577320457,0.0265577845275,0.00740222865716,0.147383272648,0.185881003737,-9.56629753113
76519225,-0.120533674955,-0.218803137541,-9.94831466675,-0.0382999330759,-0.0326919853687,0.00710831442848,0.00437146006152,0.172642409801,0.438699603081,0.0,0.0,-0.33095896244,0.0,0.0,-0.0101031661034,0.0,0.0,0.0,0,3,1,0.0,-0.0,0.0,1.0,-1.0,0.937343358994,-0.998161792755,1.361144426e+14,7,0.00534974457696,-0.00693938136101,-2.21559524536,-0.0195227265358,-0.0201218016446,0.00539911584929,-0.120533674955,-0.218803137541,-9.94831466675
76541306,0.379065036774,-0.441406667233,-9.69828414917,0.0103315096349,0.00356969120912,0.000379422737751,-0.0148935252801,0.149339839816,0.447600632906,0.0,0.0,-0.330719679594,0.0,0.0,-0.0102617898956,0.0,0.0,0.0,0,3,1,0.0,-0.0,0.0,1.0,-1.0,0.937343358994,-0.998161792755,1.361144426e+14,7,0.00534340925515,-0.00687945913523,-2.20817422867,0.0136280311272,0.0106997238472,-0.00182330480311,0.379065036774,-0.441406667233,-9.69828414917
76562624,-0.339086055756,0.168282389641,-9.70150375366,0.00140589452349,0.0053425966762,-0.00926665775478,-0.0580103993416,0.179300293326,0.439589679241,0.0,0.0,-0.333872318268,0.0,0.0,-0.0119153698906,0.0,0.0,0.0,0,3,1,0.0,0.0025641026441,0.0,1.0,-1.0,0.937343358994,-0.998161792755,1.361144426e+14,7,0.00525563955307,-0.00701193511486,-2.20326685905,-0.00368217332289,-0.00263091409579,-0.0007653394714,-0.339086055756,0.168282389641,-9.70150375366
